rainfall data copyright Foley Matthews 2021,,,
each row below represents a rain event of 0.2mm,,,
min,hour,day,month
19,6,2,8
23,11,2,8
23,11,2,8
31,21,3,8
57,21,3,8
16,22,3,8
23,22,3,8
37,22,3,8
45,22,3,8
48,22,3,8
23,23,3,8
50,3,9,8
5,4,9,8
34,4,9,8
32,17,13,8
34,17,13,8
35,17,13,8
35,17,13,8
36,17,13,8
36,17,13,8
37,17,13,8
39,17,13,8
42,17,13,8
46,17,13,8
54,17,13,8
1,18,13,8
43,20,13,8
51,3,15,8
22,11,15,8
22,11,15,8
56,1,24,8
21,5,24,8
0,8,24,8
1,8,24,8
2,8,24,8
3,8,24,8
3,8,24,8
4,8,24,8
4,8,24,8
5,8,24,8
5,8,24,8
5,8,24,8
6,8,24,8
6,8,24,8
7,8,24,8
7,8,24,8
8,8,24,8
8,8,24,8
8,8,24,8
9,8,24,8
9,8,24,8
9,8,24,8
10,8,24,8
10,8,24,8
10,8,24,8
11,8,24,8
11,8,24,8
11,8,24,8
12,8,24,8
12,8,24,8
13,8,24,8
13,8,24,8
14,8,24,8
14,8,24,8
16,8,24,8
17,8,24,8
18,8,24,8
20,8,24,8
23,8,24,8
40,8,24,8
12,9,24,8
