rainfall data copyright Foley Matthews 2018,,,
each row below represents a rain event of 0.2mm,,,
min,hour,day,month
49,22,2,7
49,22,2,7
13,15,3,7
25,16,3,7
24,21,3,7
24,21,3,7
56,0,5,7
7,2,5,7
18,2,5,7
57,2,5,7
53,3,5,7
11,5,5,7
19,5,5,7
50,5,5,7
58,5,5,7
4,6,5,7
12,6,5,7
47,10,5,7
52,14,5,7
1,18,5,7
38,19,5,7
38,19,5,7
56,20,5,7
23,22,5,7
59,22,5,7
59,22,5,7
12,2,6,7
21,2,6,7
44,5,6,7
11,7,6,7
2,20,6,7
7,20,6,7
29,20,6,7
56,20,6,7
58,20,6,7
1,21,6,7
10,21,6,7
20,22,6,7
23,22,6,7
25,22,6,7
25,22,6,7
26,22,6,7
27,22,6,7
27,22,6,7
28,22,6,7
28,22,6,7
29,22,6,7
30,22,6,7
31,22,6,7
32,22,6,7
33,22,6,7
35,22,6,7
57,0,7,7
57,0,7,7
14,8,7,7
14,8,7,7
59,8,7,7
59,8,7,7
21,11,7,7
23,11,7,7
24,11,7,7
25,11,7,7
23,12,7,7
59,16,7,7
59,16,7,7
59,16,7,7
59,16,7,7
51,17,7,7
51,17,7,7
8,20,8,7
47,23,8,7
47,23,8,7
7,22,9,7
7,22,9,7
21,21,10,7
21,21,10,7
29,17,11,7
46,17,11,7
51,17,11,7
56,17,11,7
5,18,11,7
5,18,11,7
12,18,11,7
49,18,11,7
3,19,11,7
50,19,11,7
55,19,11,7
32,20,11,7
44,20,11,7
10,21,11,7
35,21,11,7
11,22,11,7
11,22,11,7
59,1,12,7
7,16,12,7
44,18,14,7
44,18,14,7
14,15,15,7
14,15,15,7
29,17,15,7
29,17,15,7
14,11,17,7
14,11,17,7
28,11,18,7
28,11,18,7
52,16,18,7
52,16,18,7
32,19,18,7
32,19,18,7
37,18,19,7
37,18,19,7
28,23,19,7
28,23,19,7
19,1,20,7
19,1,20,7
20,11,20,7
20,11,20,7
40,11,20,7
40,11,20,7
45,20,22,7
45,20,22,7
53,9,24,7
53,9,24,7
35,13,24,7
35,13,24,7
2,16,24,7
2,16,24,7
58,18,24,7
58,18,24,7
26,19,24,7
26,19,24,7
6,20,25,7
31,0,26,7
31,0,26,7
22,8,26,7
22,8,26,7
47,8,27,7
47,8,27,7
15,11,27,7
15,11,27,7
22,20,27,7
22,20,27,7
36,22,27,7
36,22,27,7
49,23,28,7
49,23,28,7
9,17,29,7
49,19,29,7
49,19,29,7
1,20,29,7
1,20,29,7
44,22,29,7
11,23,29,7
13,23,29,7
13,23,29,7
15,23,29,7
20,23,29,7
24,23,29,7
27,23,29,7
30,23,29,7
42,23,29,7
2,0,30,7
4,0,30,7
7,0,30,7
10,0,30,7
33,3,30,7
22,13,30,7
22,13,30,7
2,14,30,7
2,14,30,7
18,12,31,7
18,12,31,7
2,15,31,7
2,15,31,7
31,19,31,7
31,19,31,7
